sentence,sentiment
가능성은 높지만 사이즈가 같다고 해서 무조건 렌즈를 같이 사용하실 수 있는 것은 아닙니다.,m
한쪽만 안쪽 부분에 안경 알이 많이 튀어나와 있는데 어떡해 하나요?,m
자꾸 문제가 생겨서 죄송한 마음입니다. 번거로우시겠지만 11톡 문의로 사진 남겨주시면 확인 후 안내드리도록 하겠습니다.,m
큰 거는 깔창 끼면 된다지만 신발받자마자 안창이 떨어져 있던데 제품 검수하고 보내시는 거 맞나요?,m
해당 건 고객센터로 문의해주셔서 교환 및 반품 신청해주시기 바랍니다.,m
제품 수령했는데 끈길이 조절이 안 되는 제품인가요?,m
끈 조절이 없는 상품이며 숄더백이 아닌 크로스백으로 사용하는 상품입니다.,m
왜 이건 더스트백에 담겨 있지 않고 비닐에 담겨져 있나요?,m
구찌 남자지갑의 경우 더 스트백에 담겨 있지 않은 제품이 대다수입니다. 이 모델은 더 스트백 없이 구성되어 있구요.,m
리 쪽이랑 알 쪽 닿는 부분이 짓물이 나는 뎅이거는 안나겟죠?,m
네 그래서 추천 드립니다.,m
작게 불량 맞죠?,m
상품평으로는 정확하게 확인이 힘드니 11톡으로 남겨주세요. 금일 업무 종료되어 익일 확인 후 처리해드리겠습니다.,m
18번부터 그래픽 깨져서 나오는데 저만 그런가요?,m
서버가 잠시에러가 생긴 거 같습니다. 저희 쪽 피씨에서는 잘 보입니다.,m
너무 미끄럽고 일반 신발보다 미끄러운데 이게 무슨 장화인가요?,m
확인하여 환불 처리도와드리겠습니다,m
21번 위니A 숄더백이 가방끈은 원래 없는 건가요?,m
위니 A상품 숄더 끈은 가방 안 파우치에 달려 있으며 탈부착이 가능합니다.,m
뒷꿈치 부분에 마감본드 처리한 게 하얗게 보이는데 원래 이런 건가요?,m
본드 부분은 공정에서 그럴 수도 있는 부분이라 제품의 하자가 아닙니다. 단착화 시에 신발에 문제가 된다거나 너무 심하면 반품 사유가 될 수 있으니 판단하셔서 신청해주시기 바랍니다.,m
지난주 수요일 날 주문해서 목요일 날 받았는데 봉지 포장되있음에도 불구하고 뒷쪽에 스크래치가 나 있어서요원래 이런 건가요?,m
11톡으로 문의 드리겠습니다.,m
상품을 받았는데 33번02자 딕엔 볼테르안 경다리 한쪽에만 상표가 있는데 불량품 아닌가요?,m
디자인 상 한쪽만 있습니다. 모델 번호에 따라 로 고 위치 및 양쪽이 다릅니다.,m
한 달도 안 된 반지 큐빅 빠짐 반지 큐빅이 한 달도 못 가서 빠져버렸네요 어떻게 해야 하나요?,m
큐빅은 언제든 무상으로 수리가 가능합니다. 왕복 배송비 5000원을 넣어서 우체국 택배를 이용해서 착불로 보내주시면 신속하게 처리해드리겠습니다.,m
부터 너덜너덜하는데 너무 쉽게 뜯어지는데 그 끈 조절하는 부분이요 접착력이 너무 없어 여왜 그러는 거에요?,m
문의 안내드렸습니다.,m
하셨는데 이 불량 나온 것 한 개도 같이 보내주세요 글구이 불량 상품은 어떻게 할까요?,m
주문하신 플라워와인 6종 파우치 완제품으로 재발송 처리해드리며 택배 사수거 접수해드리도록 하겠습니다.,m
뜯겨져서 온 상품 포장이 아래쪽이 뜯기고 테이프로 붙여져서 왔는데 다른데 팔았던 제품을 보내주신 거 아닙니까?,m
리틀프릿이요즘 불량이 있어서요사전 테스트 후 출고하고 있습니다. 그래서 뜯긴 자국이 있는 것입니다.,m
시계와 시계줄 부분 접착 부분이 뜯어진 걸 보내 주심 어떻합니까?,m
오늘 신제품으로 교환 발송하겠습니다.,m
오늘 블랙 하이 220 받았는데요박스 여니까 고약한 냄새가 심하게 나는데 이때까지 컨버스 하이를 수켤레샀지만 이렇게 독하게 냄새난 적이 없는데 상품에 정말 이상 없는 거 맞나요?,m
정상 제품이 맞습니다. 간혹한 두 개가 유독 냄새가 심해 이런 경우 교환/반품을 원하시면 빠르게 진행도와 드리고 있습니다.,m
불량인 건가요?,m
제작되어서 입고되는 상품이 기존 스케치와 다르게 공장에서 임의로 변경해서 납품을 하는 경우가 있어요 저희가 파악해서 재촬영을 하기 전에 이미 발송이 되는 경우가 있습니다.,m
카드가 긁히진 않겠죠?,m
카드가 긁히는 현상은 아직 발생되지 않았습니다.,m
제품 설명엔 2 - 3단이라 되있던데 불량은 아닌 거죠?,m
2 - 3단입니다 제품 카트를 아주 넣은 상태도 1단으로 포함되는가 아닌가의 차이입니다.,m
어제 배송받고 오늘 신었는데 양말에 노란 게 잔뜩 묻어납니다 이걸 어째야 하나요?,m
대한통운으로 반품 접수 후보 내주시면 환불 해 드리겠습니다.,m
제품 사진이 여러 각도로 나오질 않았네요?,m
재고를 상시 가지고 있지 않아 측정이 어렵습니다 고객님들 구매 후기 핏 참고 부탁드려요.,m
매장에서 신고 있기만 하고 한쪽만 빠짐 현상이 제가 잘못 신었다는 말씀인가요?,m
신는 분들마다 다를 수 있다고 말씀드리는 겁니다. 저희는 정품만 구매대행 진행합니다.,m
왜 그런 겁니까?,m
제품을 한 진택배로 보내주세요. 확인 후 교환 처리해드리겠습니다.,m
간호화 받았는데 신고 걸을 때마다 바람 빠지는 소리가 쉭쉭하고 나는데 원래 이런 건가요?,m
아마 밑창 부분에서 접착 부분에서 소리가 나는 듯합니다.,m
제가 파우치 2개 스트랩 2개 구매했는데 골드 스트랩이 자꾸 빠져서 보니까 고리누르면 열리는 철사?가 헐겁고 휘어 있더라구요 잡아보겠다고 건드리다스크러치 생기고 스트랩 따로 구매할 수 있을까요?,m
손목 끈 골드만 새로 무료로 재발송해드리겠습니다.,m
M2030 가방 주문해서 하루 만에 끈 떨어져서 거의 일주일 만에 교환받고 교환받은 가방도 하루 만에 똑같이 끈 떨어졌는데 품질이 이 정도면 너무 한 거 아녜요?,m
불변을 드려 죄송합니다. 두 번이나 끈이 떨어지지 않는 데 빠른 환불 처리도와 드리도록 하겠습니다.,m
콘스탄틴 실버 구매 햇는데 앞에 프린팅이 원래 손에 묻어나나요?,m
저희 제품은 레이저가공이라 손에 묻을 수가 없는데요.,m
"원단 같은 게 질이 좋아서 만족했는데 세 개사 서 두 개를 썼는데, 하나만 그래요. 이거 불량 아닌가요?",m
텍을 떼시면 무조건 사용으로 간주됩니다 사용하지 않고 텍도 그대로 있으시다면 확인 후 교환 가능하세요.,m
아니 그럼 상품이 불량인 걸 그냥 신으라는 건가요?,m
이전 안내로 인해 오안내를 드리게 된 점 대단히 죄송합니다. 상품의 구체적인 불량을 말씀해 주시면 자체적으로 고객님의 제품을 회수하여 확인한 이후에 사후처리 진행을 도와드리겠습니다. 고객님의 기존 배송지로 택배 사수거 처리를 진행해 드리면 될지 재차 확인 부탁드립니다.,m
이게 원래 이런 건가요?,m
일단 저희 쪽에서 확인 한 번 해봐야 할 것 같아요,m
어떻게 된 건가요?,m
상품이 재입고되면서 디자인이 변경된 건지 잘못 들어온 건지 확인을 해봐야 될 것 같습니다.,m
제가 여기서 귀걸이를 샀는데요 귀걸이가 세탁기에 들어가서 돌아가 버렸는데 모르고 있다가 빨래 널고 나서 찾았는데 변형이 있네요수선 가능한가요?,m
네 AS 처리도와드리겠습니다. 금일 회수접수될 예정이며 AS받으실 제품과 왕복 택배비 5천원상자 안에 포장부탁드립니다.,m
어센틱 밑창에 울트라 쿠쉬가 써 있는 게 있고 아닌 게 있던데 왜 그런 거죠?,m
44DX 라고 해서 깔창에 울트라 쿠쉬라고 적혀 있는 건 아닙니다. 어센틱마다 상이하며 보신제품으로 문의주시면 제품 보고 정확히 안내도와 드리겠습니다.,m
9번으로 열어야 하는데 뒤에 홈이 마모되서요. 10번으로 열 수 있나요?,m
9번은 뒷면을 따서 여는 거고 10번은 뒤 빽을 돌려서 여는 거라서 서로 구조가 완전히 다릅니다.,m
그런 건 아니죠?,m
일단 레드 색상은 맞습니다. 모니터 색상 및 개인차에 따라 말씀처럼 생각되어질 수 있습니다.,m
상품 사이즈 최대 사이즈는 19인데 저희가 잘못 쟀나요?,m
사이즈는 더 크게 도 주문 가능하십니다. 주문하실 때 사이즈를 임의로 선택하시고 배송 메세지란에 원하시는 사이즈를 남겨주시면 됩니다.,m
함마링 0.3 로즈골드 체인 생각 중인데 머리카락이 많이 끼나요?,m
개인마다 같은 제품을 착용하셔도 개인차에 따라 끼임이 있으신 분도 계시고 잘 사용하시는 분도 계십니다.,m
왼쪽 부츠 지퍼가 살짝 불량인 거 같아요오른쪽은 잘 열리고 닫아지는데 왼쪽은 열고 닫기가 너무 퍽퍽해서 뜯어질까 봐 걱정되고 힘든데 교환 가능한가요?,m
간혹 퍽퍽한 지퍼 같은 경우에는 여러 번 열고 닫아주셔야지만 원활하게 사용 가능한 점 참고 부탁드려요.,m
진주?자 개 같은 부분이 떨어졌어요,m
문자 안내도와 드렸습니다,m
제품을 받아보았는데.왼쪽 안경테 중간 쪽이 금이가 있네요?,m
확인 후 교환 처리할 수 있도록 하겠습니다.,m
근대이거 시계 불량 아닌가요?,m
오늘 교환상품 발송하도록 하겠습니다 불량 상품은 택배기사님 전달부탁드리겠습니다.,m
건전지+한쪽은 스프링이 있고 다른 +쪽은 스프링이 없는데 정상인가요?,m
전지스프링이 없으면 작동이 되지 않습니다. 제조불량일 가능성이 커 보입니다.,m
어제 웨딩베일을 받았는데 펼쳐보니 올이 튀어 구멍이 나 있는데 어떻게 해야 하나요?,m
빠른 교환을 원하실 경우 받으신 제품을 반품요청해주시고 다시 재주문해주시면 빠른 시일 내에 받아보실 수 있습니다.,m
오늘 구입했는데 상품 설명 내용에 원석 사이즈 단위가 틀리게 기재되어 있는 거 아닌가요?,m
맞습니다 말씀해 주셔서 정말 감사합니다.,m
상품 받앗는 대안경 알과테의 연결 부분이 한쪽은 안 그런데 한쪽이 약간 벌어져 있는데 그냥 착용해도 이상 없는 건가요?,m
약간의 유격은 있을 수 있으나 상품을 착용 렌즈를 넣는 데에는 전혀 문제가 되지 않습니다.,m
원래 손잡이가 이렇게 많이 흔들리나요?,m
캐리어 특성상 20형의 경우 수화물용 사이즈와 다르게 캐릿대단수가 많이 올라오기 때문에 흔들림 있을 수 있습니다.,m
앞으로는 재고체크 후 판매하도록 하겠습니다.,m
볼이 타이트하게 나오진 않았나요?,m
문의하 신상품은 현재 정사이즈로 사이즈 팁을 드리고 있습니다 그리고 구매하신 대부분의 고객님들께서도 정사이즈라고 말씀해주고 계십니다.,m
저기 이거 터치가 안 되는데요?,m
금일 새로운 제품으로 다시 발송해 드리겠습니다.,m
불량 아닌가요?,m
상품 대한통운 택배로 보내주시면 도착 후 처리해드리겠습니다 교환만 가능하세요.,m
이게 말이나 되는 일인가?,m
우편 건 아직 미도착이시라면 재배송/환불 처리 가능하십니다요청사항 남겨주시면 빠른 처리 도움 드리겟습니다.,m
14번 품목 가방 열리지가 않아요?,m
해당 제품의 경우 동그란 버튼을 아래로 밀어내리시면 열리는 제품입니다.,m
상품 입고 후 검수하여 처리도와드리겠습니다.,m
입력형 옵션상품 선택할 때 자꾸 입력형 옵션이 입력되지 않앗다면서 선택이 안 되는데요 왜 이런 가요?,m
네네 입력형 해당 제조사에 한글짜라도 써주시면 선택이 됩니다 주로 옵션에 사은품을 적으시는데요.,m
상품 조회해보니 오늘 받아보실 거 같습니다.,m
59번 반지상품이 왔는데 반지 안에 큐빅이 고정이 아니고 빙글도는데 원래 이런 건가요?,m
큐빅은 접작제로 고정시키는 방식이 아닌 귀금속 세팅 기법 인프롱세틱한 방식입니다.,m
주문주신 주문건 잘 확인되었으며 깔창은 따로 재고가 없어 동봉해 드리지 못한 점 양해 부탁드리며 상품 준비 후 오늘 출고도와 드렸습니다.,m
98번 블랙 밍크 구매했는데 밍크털이 이게 뮌가요?,m
재고 부족으로 환불 처리해드리겠습니다.,m
빠진 물건 릴 루 블랙 245M 하나빠진 거보내셨나요?,m
네처리 중이니 조금만 기다려주시기 바랍니다.,m
뭐 썩은 내 같기도 하고 비린 내 같기도 하고 어디 꺼내놓지도 못할 정도인데 원래 이런 가요?,m
해당 제품은 이태리 산통 가죽 제품입니다.가죽 냄새인데요 일주일 정도 착용하시다 보면 냄새 거의 안납니다.,m
구매 후 몇 번 착용 후보 관해 두다 안 하고 며칠 전 보니 녹처럼 변질되있던 데 이거 금 맞나요?,m
문의주 신제품은 귀에 접속이 가장 많은 침부분은 14K 이며 나머지 부분은 신주에 무니켈 도금을 한 제품입니다.,m
7번 샤인 팬던트 주문했는데 제가 가지고 있는 체인이 2MM 굵기에 꼬임이 있는데 팬던트가 안 들어가거나 하진 않겠죠?,m
펜던트 고리의 경우 대부분 체인 굵기보다는 체인을 연결하는 연결고리 부분의 폭가 넓을 경우 착용이 어려울 수 있습니다.,m
처음 신을 때 밑바닥이 가운데가 뜯어지긴 했는데 그냥 신었는데 얼마 신지도 않았는데 이건 어케 해야 하나요?,m
문의주 신 부분은 일정 기간이 지나고 야외 착화하시면서 생긴 부분으로 귀책사유를 따지기 어려운 점 양해 부탁드립니다.,m
